protein,replID,treatment,timeID,timeAfterExposure,dose_uM,dose_uMadj,timepoints,data4modelInterpol,data4modelReal
BTG2,1,CDDP,1,0.8,1,1,1,0.014123668139908212,0.020140947449729423
BTG2,1,CDDP,2,2.3,1,1,2.5,0.014776120995753421,0.009262968293476002
BTG2,1,CDDP,3,3.8,1,1,4,0.01593280612161511,0.013911601132879236
BTG2,1,CDDP,4,5.3,1,1,5.5,0.017587531979592563,0.01767004611645452
BTG2,1,CDDP,5,6.8,1,1,7,0.019734107031785072,0.016271174543723718
BTG2,1,CDDP,6,8.3,1,1,8.5,0.022366339740291914,0.02296132305296217
BTG2,1,CDDP,7,9.8,1,1,10,0.025478038567212372,0.022223611617254394
BTG2,1,CDDP,8,11.3,1,1,11.5,0.029063011974645742,0.028896265614134352
BTG2,1,CDDP,9,12.8,1,1,13,0.033115068424691294,0.031840798437607086
BTG2,1,CDDP,10,14.3,1,1,14.5,0.037628016379448334,0.03825886095110156
BTG2,1,CDDP,11,15.8,1,1,16,0.04259566430101613,0.045350591106692914
BTG2,1,CDDP,12,17.3,1,1,17.5,0.04801182065149397,0.05399553566504093
BTG2,1,CDDP,13,18.8,1,1,19,0.05386972964071707,0.06123928284286476
BTG2,1,CDDP,14,20.3,1,1,20.5,0.060138375506453935,0.05894887231122323
BTG2,1,CDDP,15,21.8,1,1,22,0.06675381296178438,0.0649441090560741
BTG2,1,CDDP,16,23.3,1,1,23.5,0.07364974765511062,0.07239101462894959
BTG2,1,CDDP,17,24.8,1,1,25,0.08075988523483484,0.07268574054677913
BTG2,1,CDDP,18,26.3,1,1,26.5,0.0880179313493592,0.08584536644842962
BTG2,1,CDDP,19,27.8,1,1,28,0.09535759164708592,0.08567296834777895
BTG2,1,CDDP,20,29.3,1,1,29.5,0.10271257177641721,0.10326698157194066
BTG2,1,CDDP,21,30.8,1,1,31,0.11001657738575522,0.1021402726602529
BTG2,1,CDDP,22,32.3,1,1,32.5,0.11720331412350217,0.11114990838299708
BTG2,1,CDDP,23,33.8,1,1,34,0.12420648763806028,0.12773733037749976
BTG2,1,CDDP,24,35.3,1,1,35.5,0.13095980357783166,0.13218896683983708
BTG2,1,CDDP,25,36.8,1,1,37,0.13739868391186225,0.13985798314169098
BTG2,1,CDDP,26,38.3,1,1,38.5,0.1434811245170895,0.14899549792646122
BTG2,1,CDDP,27,39.8,1,1,40,0.1491810350835398,0.15247905025727349
BTG2,1,CDDP,28,41.3,1,1,41.5,0.15447265835602536,0.1509553264992028
BTG2,1,CDDP,29,42.8,1,1,43,0.15933023707935856,0.15652759161277827
BTG2,1,CDDP,30,44.3,1,1,44.5,0.16372801399835152,0.16681819014476865
BTG2,1,CDDP,31,45.8,1,1,46,0.1676402318578166,0.1656631840490048
BTG2,1,CDDP,32,47.3,1,1,47.5,0.17104113340256605,0.17292384409415373
BTG2,1,CDDP,33,48.8,1,1,49,0.17390496137741215,0.17318083326422504
BTG2,1,CDDP,34,50.3,1,1,50.5,0.1762059585271672,0.17456727515018816
BTG2,1,CDDP,35,51.8,1,1,52,0.17791836759664337,0.18243578570875302
BTG2,1,CDDP,36,53.3,1,1,53.5,0.17901643133065304,0.17874744286890543
BTG2,1,CDDP,37,54.8,1,1,55,0.17948671930275642,0.17880462061086538
BTG2,1,CDDP,38,56.3,1,1,56.5,0.17938596383217587,0.1761296248009768
BTG2,1,CDDP,39,57.8,1,1,58,0.17879568643717514,0.16877973758456613
BTG2,1,CDDP,40,59.3,1,1,59.5,0.1777974370359875,0.1769899306620972
BTG2,1,CDDP,41,60.8,1,1,61,0.17647276554684618,0.181585985274233
BTG2,1,CDDP,42,62.3,1,1,62.5,0.17490322188798452,0.17453643079338135
BTG2,1,CDDP,43,63.8,1,1,64,0.17317035597763575,0.17454635322250325
BTG2,1,CDDP,44,65.3,1,1,65.5,0.17135571773403316,0.1727920073068907
BTG2,1,CDDP,45,66.8,1,1,67,0.16954085707540995,0.17170072814911105
BTG2,1,CDDP,46,68.3,1,1,68.5,0.1678073239199995,0.17148821080823642
BTG2,1,CDDP,47,69.8,1,1,70,0.16623666818603502,0.1646635235543584
BTG2,1,CDDP,48,71.3,1,1,71.5,0.16491043979174977,0.16301503597457698
BTG2,2,CDDP,1,1,1,1,1,0.010877004832495823,0.009690431737639248
BTG2,2,CDDP,2,2.5,1,1,2.5,0.012341495542977081,0.012891463794069621
BTG2,2,CDDP,3,4,1,1,4,0.014216818913214496,0.018029341227826946
BTG2,2,CDDP,4,5.5,1,1,5.5,0.016482859752437524,0.013418402406581185
BTG2,2,CDDP,5,7,1,1,7,0.019119502869875626,0.01814864984855885
BTG2,2,CDDP,6,8.5,1,1,8.5,0.022106633074758256,0.0222223028251903
BTG2,2,CDDP,7,10,1,1,10,0.025424135176314876,0.02848417844889194
BTG2,2,CDDP,8,11.5,1,1,11.5,0.02905189398377494,0.024450123656997662
BTG2,2,CDDP,9,13,1,1,13,0.03296979430636791,0.03479319124021515
BTG2,2,CDDP,10,14.5,1,1,14.5,0.037157720953323245,0.035805142595151544
BTG2,2,CDDP,11,16,1,1,16,0.0415955587338704,0.04224421233294958
BTG2,2,CDDP,12,17.5,1,1,17.5,0.04626319245723884,0.049020894936142444
BTG2,2,CDDP,13,19,1,1,19,0.05113975899312003,0.05076107525244239
BTG2,2,CDDP,14,20.5,1,1,20.5,0.056201403453053474,0.05508257757611038
BTG2,2,CDDP,15,22,1,1,22,0.06142352300904077,0.06267301437494124
BTG2,2,CDDP,16,23.5,1,1,23.5,0.06678151483308342,0.06806848563670034
BTG2,2,CDDP,17,25,1,1,25,0.07225077609718293,0.07017382081192039
BTG2,2,CDDP,18,26.5,1,1,26.5,0.0778067039733409,0.07866508643065914
BTG2,2,CDDP,19,28,1,1,28,0.08342469563355884,0.08157641173066651
BTG2,2,CDDP,20,29.5,1,1,29.5,0.08908014824983829,0.08539744472801034
BTG2,2,CDDP,21,31,1,1,31,0.09474845899418077,0.09448651903461298
BTG2,2,CDDP,22,32.5,1,1,32.5,0.10040502503858788,0.1025992356656578
BTG2,2,CDDP,23,34,1,1,34,0.1060252435550611,0.10852527740658448
BTG2,2,CDDP,24,35.5,1,1,35.5,0.11157995639597687,0.11306623473829025
BTG2,2,CDDP,25,37,1,1,37,0.11702178413521128,0.12011301371225236
BTG2,2,CDDP,26,38.5,1,1,38.5,0.1222987920270153,0.1217259689679965
BTG2,2,CDDP,27,40,1,1,40,0.12735904532563985,0.12246271179252059
BTG2,2,CDDP,28,41.5,1,1,41.5,0.13215060928533595,0.13063200571395253
BTG2,2,CDDP,29,43,1,1,43,0.13662154916035446,0.13549422577564915
BTG2,2,CDDP,30,44.5,1,1,44.5,0.1407199302049465,0.14392949091405619
BTG2,2,CDDP,31,46,1,1,46,0.14439381767336285,0.1396493526188187
BTG2,2,CDDP,32,47.5,1,1,47.5,0.1475912768198546,0.14916272531361835
BTG2,2,CDDP,33,49,1,1,49,0.15026037289867272,0.1538919888175859
BTG2,2,CDDP,34,50.5,1,1,50.5,0.15234917116406807,0.15682508138837928
BTG2,2,CDDP,35,52,1,1,52,0.15382824827099156,0.15770129415370188
BTG2,2,CDDP,36,53.5,1,1,53.5,0.15475822647719367,0.14880611521196302
BTG2,2,CDDP,37,55,1,1,55,0.15522223944112457,0.14993066737477473
BTG2,2,CDDP,38,56.5,1,1,56.5,0.1553034208212346,0.1548001919921908
BTG2,2,CDDP,39,58,1,1,58,0.15508490427597418,0.15899808644206218
BTG2,2,CDDP,40,59.5,1,1,59.5,0.15464982346379347,0.15327661070226933
BTG2,2,CDDP,41,61,1,1,61,0.15408131204314282,0.1501573729306568
BTG2,2,CDDP,42,62.5,1,1,62.5,0.15346250367247252,0.15163175033987242
BTG2,2,CDDP,43,64,1,1,64,0.1528765320102329,0.15977400155785898
BTG2,2,CDDP,44,65.5,1,1,65.5,0.15240653071487426,0.1576895568890493
BTG2,2,CDDP,45,67,1,1,67,0.15213563344484687,0.14612381110697853
BTG2,3,CDDP,1,1,1,1,1,0.04088987340896861,0.0416071152854668
BTG2,3,CDDP,2,2.5,1,1,2.5,0.0442679456194845,0.04285100784798982
BTG2,3,CDDP,3,4,1,1,4,0.047153930807159766,0.05180233680068405
BTG2,3,CDDP,4,5.5,1,1,5.5,0.04964960716519452,0.04874083955531393
BTG2,3,CDDP,5,7,1,1,7,0.05185675288678889,0.04599346148343085
BTG2,3,CDDP,6,8.5,1,1,8.5,0.05387714616514297,0.05137747380591388
BTG2,3,CDDP,7,10,1,1,10,0.05581256519345688,0.05589121563030125
BTG2,3,CDDP,8,11.5,1,1,11.5,0.05776478816493073,0.059107078600446804
BTG2,3,CDDP,9,13,1,1,13,0.05983559327276465,0.06026549852409381
BTG2,3,CDDP,10,14.5,1,1,14.5,0.06212675871015874,0.06619194580642988
BTG2,3,CDDP,11,16,1,1,16,0.06474006267031311,0.06732938853232887
BTG2,3,CDDP,12,17.5,1,1,17.5,0.0677772833464279,0.07100332397873692
BTG2,3,CDDP,13,19,1,1,19,0.07132906705762618,0.07259543887159077
BTG2,3,CDDP,14,20.5,1,1,20.5,0.07538917158939783,0.07562734498264796
BTG2,3,CDDP,15,22,1,1,22,0.07990146743970247,0.07198766772869776
BTG2,3,CDDP,16,23.5,1,1,23.5,0.08480941281486715,0.08585955909151045
BTG2,3,CDDP,17,25,1,1,25,0.09005646592121899,0.08914044926575589
BTG2,3,CDDP,18,26.5,1,1,26.5,0.09558608496508508,0.0937061049126049
BTG2,3,CDDP,19,28,1,1,28,0.1013417281527925,0.1002921125173476
BTG2,3,CDDP,20,29.5,1,1,29.5,0.10726685369066839,0.1044053355610441
BTG2,3,CDDP,21,31,1,1,31,0.1133049197850398,0.1168064176048552
BTG2,3,CDDP,22,32.5,1,1,32.5,0.11939938464223385,0.11089432288802153
BTG2,3,CDDP,23,34,1,1,34,0.1254937064685776,0.1284380862211258
BTG2,3,CDDP,24,35.5,1,1,35.5,0.13153125174352467,0.13852161474195557
BTG2,3,CDDP,25,37,1,1,37,0.13745327722843662,0.14265767696184606
BTG2,3,CDDP,26,38.5,1,1,38.5,0.14319892996658312,0.15105151169811268
BTG2,3,CDDP,27,40,1,1,40,0.14870726527436037,0.14392987050819245
BTG2,3,CDDP,28,41.5,1,1,41.5,0.15391733846816447,0.1512795688307077
BTG2,3,CDDP,29,43,1,1,43,0.15876820486439158,0.15488550598203155
BTG2,3,CDDP,30,44.5,1,1,44.5,0.16319891977943785,0.15931163946860186
BTG2,3,CDDP,31,46,1,1,46,0.1671485385296994,0.16428554804263884
BTG2,3,CDDP,32,47.5,1,1,47.5,0.1705561164315723,0.1730401185869
BTG2,3,CDDP,33,49,1,1,49,0.17336070880145285,0.17478365951456817
BTG2,3,CDDP,34,50.5,1,1,50.5,0.1755013709557371,0.1773078048765194
BTG2,3,CDDP,35,52,1,1,52,0.1769176609756973,0.1761850379035205
BTG2,3,CDDP,36,53.5,1,1,53.5,0.17760997149261779,0.17790344996188664
BTG2,3,CDDP,37,55,1,1,55,0.17769684488367402,0.17392545106724855
BTG2,3,CDDP,38,56.5,1,1,56.5,0.17731039817769698,0.18205472435297923
BTG2,3,CDDP,39,58,1,1,58,0.17658274840351773,0.17797978134234274
BTG2,3,CDDP,40,59.5,1,1,59.5,0.17564601258996732,0.17739144132869156
BTG2,3,CDDP,41,61,1,1,61,0.17463230776587677,0.17183946792709226
BTG2,3,CDDP,42,62.5,1,1,62.5,0.1736737509600771,0.1778724772374826
BTG2,3,CDDP,43,64,1,1,64,0.17290245920139932,0.16604854093364219
BTG2,3,CDDP,44,65.5,1,1,65.5,0.17245054951867445,0.1724176362774633
BTG2,3,CDDP,45,67,1,1,67,0.17245013894073352,0.17273766705444163
BTG2,3,CDDP,46,68.5,1,1,68.5,0.17303334449640764,0.17455495929249726
MDM2,1,CDDP,1,0.5,1,1,1,0.06376766500302114,0.06614533789441064
MDM2,1,CDDP,2,2,1,1,2.5,0.06514900008598926,0.07185795526731767
MDM2,1,CDDP,3,3.5,1,1,4,0.0708028064785859,0.06176072902524596
MDM2,1,CDDP,4,5,1,1,5.5,0.08013002000419608,0.0668876557904866
MDM2,1,CDDP,5,6.5,1,1,7,0.09253157648620476,0.08649134492965263
MDM2,1,CDDP,6,8,1,1,8.5,0.10740841174799688,0.10397113691567597
MDM2,1,CDDP,7,9.5,1,1,10,0.12416146161295744,0.11977880426981419
MDM2,1,CDDP,8,11,1,1,11.5,0.14219166190447144,0.13524957552734396
MDM2,1,CDDP,9,12.5,1,1,13,0.16089994844592378,0.15662950100907577
MDM2,1,CDDP,10,14,1,1,14.5,0.17968725706069952,0.1799416154043509
MDM2,1,CDDP,11,15.5,1,1,16,0.19795452357218352,0.19517374154197273
MDM2,1,CDDP,12,17,1,1,17.5,0.21510268380376088,0.20543459566901198
MDM2,1,CDDP,13,18.5,1,1,19,0.23059541311971415,0.23109813179543698
MDM2,1,CDDP,14,20,1,1,20.5,0.24431347935221398,0.24452719830252356
MDM2,1,CDDP,15,21.5,1,1,22,0.2563077999683455,0.255624077397666
MDM2,1,CDDP,16,23,1,1,23.5,0.2666297943515211,0.26507055034184973
MDM2,1,CDDP,17,24.5,1,1,25,0.275330881885153,0.2632777234300655
MDM2,1,CDDP,18,26,1,1,26.5,0.28246248195265367,0.27314281236643456
MDM2,1,CDDP,19,27.5,1,1,28,0.2880760139374352,0.29046032904356384
MDM2,1,CDDP,20,29,1,1,29.5,0.29222289722291017,0.2802983351241469
MDM2,1,CDDP,21,30.5,1,1,31,0.29495455119249075,0.27931622185215854
MDM2,1,CDDP,22,32,1,1,32.5,0.29632239522958936,0.29913892206086434
MDM2,1,CDDP,23,33.5,1,1,34,0.29637784871761824,0.3092773035186732
MDM2,1,CDDP,24,35,1,1,35.5,0.2951726438103323,0.3054894226826932
MDM2,1,CDDP,25,36.5,1,1,37,0.2927772788820326,0.28072431716087576
MDM2,1,CDDP,26,38,1,1,38.5,0.2892913399488672,0.29265964549251927
MDM2,1,CDDP,27,39.5,1,1,40,0.28481691518972374,0.2834303132460886
MDM2,1,CDDP,28,41,1,1,41.5,0.2794560927834898,0.28913520242620816
MDM2,1,CDDP,29,42.5,1,1,43,0.2733109609090531,0.27788032164028065
MDM2,1,CDDP,30,44,1,1,44.5,0.2664836077453011,0.2715441398968657
MDM2,1,CDDP,31,45.5,1,1,46,0.25907612147112147,0.2622781766917066
MDM2,1,CDDP,32,47,1,1,47.5,0.2511905902654018,0.2643351982822541
MDM2,1,CDDP,33,48.5,1,1,49,0.24292910230702983,0.2574863428711022
MDM2,1,CDDP,34,50,1,1,50.5,0.23439374577489291,0.22872527338459694
MDM2,1,CDDP,35,51.5,1,1,52,0.22568660884787886,0.21597462150446728
MDM2,1,CDDP,36,53,1,1,53.5,0.2169031124680237,0.2083390228556048
MDM2,1,CDDP,37,54.5,1,1,55,0.20809435378677493,0.20918899841339822
MDM2,1,CDDP,38,56,1,1,56.5,0.1992933484092387,0.19705322002662434
MDM2,1,CDDP,39,57.5,1,1,58,0.19053305860262656,0.19674331015993618
MDM2,1,CDDP,40,59,1,1,59.5,0.18184644663414992,0.18984174106439677
MDM2,1,CDDP,41,60.5,1,1,61,0.17326647477102008,0.18209612012184462
MDM2,1,CDDP,42,62,1,1,62.5,0.16482610528044855,0.16685679856936816
MDM2,1,CDDP,43,63.5,1,1,64,0.15655830042964677,0.16874347857846828
MDM2,1,CDDP,44,65,1,1,65.5,0.1484960224858261,0.14688619885866516
MDM2,1,CDDP,45,66.5,1,1,67,0.14067223371619803,0.13812442558562063
MDM2,1,CDDP,46,68,1,1,68.5,0.1331198963879739,0.13126580386461478
MDM2,1,CDDP,47,69.5,1,1,70,0.1258719727683652,0.13269178745538826
p21,1,CDDP,1,1,1,1,1,0.03677281607968853,0.040615384819322864
p21,1,CDDP,2,2.5,1,1,2.5,0.03229002854035485,0.032124073302127035
p21,1,CDDP,3,4,1,1,4,0.02920563803794235,0.02670629147115458
p21,1,CDDP,4,5.5,1,1,5.5,0.027358413358783525,0.023134333338126985
p21,1,CDDP,5,7,1,1,7,0.02658712328921086,0.02688151547257501
p21,1,CDDP,6,8.5,1,1,8.5,0.026730536615556872,0.018866749673317505
p21,1,CDDP,7,10,1,1,10,0.02762742212415403,0.03184819507471855
p21,1,CDDP,8,11.5,1,1,11.5,0.029116548601334846,0.02993839038903485
p21,1,CDDP,9,13,1,1,13,0.031036684833431805,0.03696477769298477
p21,1,CDDP,10,14.5,1,1,14.5,0.0332265996067774,0.042242699078671175
p21,1,CDDP,11,16,1,1,16,0.03552506170770413,0.0377315852054084
p21,1,CDDP,12,17.5,1,1,17.5,0.03777083992254448,0.03298205962597434
p21,1,CDDP,13,19,1,1,19,0.03980324657344677,0.0350710451162175
p21,1,CDDP,14,20.5,1,1,20.5,0.04152736181627354,0.03916486626818697
p21,1,CDDP,15,22,1,1,22,0.042975996723605026,0.039016649570626706
p21,1,CDDP,16,23.5,1,1,23.5,0.04419663783504859,0.04532198622168701
p21,1,CDDP,17,25,1,1,25,0.04523677169021162,0.05056090340452447
p21,1,CDDP,18,26.5,1,1,26.5,0.0461438848287015,0.045873897663713754
p21,1,CDDP,19,28,1,1,28,0.0469654637901256,0.04338412798013844
p21,1,CDDP,20,29.5,1,1,29.5,0.0477489951140913,0.04833492177190747
p21,1,CDDP,21,31,1,1,31,0.048541965340205974,0.048142625502219885
p21,1,CDDP,22,32.5,1,1,32.5,0.049391861008077,0.04577540727958608
p21,1,CDDP,23,34,1,1,34,0.050346168657311764,0.04692674146942882
p21,1,CDDP,24,35.5,1,1,35.5,0.051452374827517626,0.057164411850038524
p21,1,CDDP,25,37,1,1,37,0.05275623051577916,0.05948370561606283
p21,1,CDDP,26,38.5,1,1,38.5,0.054263569241155975,0.05175596885798187
p21,1,CDDP,27,40,1,1,40,0.05594030704468278,0.06069241655852615
p21,1,CDDP,28,41.5,1,1,41.5,0.057750624424871416,0.05843649582819928
p21,1,CDDP,29,43,1,1,43,0.05965870188023378,0.05902156049898867
p21,1,CDDP,30,44.5,1,1,44.5,0.06162871990928172,0.05651051248055581
p21,1,CDDP,31,46,1,1,46,0.06362485901052711,0.06462603009125144
p21,1,CDDP,32,47.5,1,1,47.5,0.06561129968248185,0.06096040139476823
p21,1,CDDP,33,49,1,1,49,0.06755222242365777,0.0637518323467121
p21,1,CDDP,34,50.5,1,1,50.5,0.06941180773256675,0.07111013889759524
p21,1,CDDP,35,52,1,1,52,0.07115423610772066,0.06793938199101036
p21,1,CDDP,36,53.5,1,1,53.5,0.07274368804763137,0.07858888176296269
p21,1,CDDP,37,55,1,1,55,0.07414776056243966,0.07588502277427142
p21,1,CDDP,38,56.5,1,1,56.5,0.07536378696720415,0.07856138535245925
p21,1,CDDP,39,58,1,1,58,0.07640441161057966,0.07490031682001638
p21,1,CDDP,40,59.5,1,1,59.5,0.07728240537868869,0.07644248811873554
p21,1,CDDP,41,61,1,1,61,0.07801053915765373,0.08202966949715844
p21,1,CDDP,42,62.5,1,1,62.5,0.07860158383359726,0.08074452814635646
p21,1,CDDP,43,64,1,1,64,0.0790683102926418,0.07552007846891637
p21,1,CDDP,44,65.5,1,1,65.5,0.07942348942090988,0.06789264875251748
p21,1,CDDP,45,67,1,1,67,0.07967989210452392,0.08500309998679498
p21,1,CDDP,46,68.5,1,1,68.5,0.07985028922960648,0.08254104223688838
p21,1,CDDP,47,70,1,1,70,0.07994745168228007,0.08238678634558559
p21,1,CDDP,48,71.5,1,1,71.5,0.07998415034866713,0.07788074546547571
p21,2,CDDP,1,0.9,1,1,1,0.07017133822153938,0.06402779827661784
p21,2,CDDP,2,2.4,1,1,2.5,0.06995280881307622,0.06909748055463559
p21,2,CDDP,3,3.9,1,1,4,0.06925538445506596,0.08077140473388297
p21,2,CDDP,4,5.4,1,1,5.5,0.06818019628327292,0.06885509005541826
p21,2,CDDP,5,6.9,1,1,7,0.06682837543346154,0.0667504796942576
p21,2,CDDP,6,8.4,1,1,8.5,0.06530105304139616,0.07140899109364467
p21,2,CDDP,7,9.9,1,1,10,0.06369936024284117,0.059907430488024875
p21,2,CDDP,8,11.4,1,1,11.5,0.06212442817356094,0.05627893044542794
p21,2,CDDP,9,12.9,1,1,13,0.060677387969319846,0.05755218955993645
p21,2,CDDP,10,14.4,1,1,14.5,0.05945937076588225,0.06231762915904053
p21,2,CDDP,11,15.9,1,1,16,0.05857150769901255,0.055662461021925
p21,2,CDDP,12,17.4,1,1,17.5,0.058114929904475095,0.053166351298991256
p21,2,CDDP,13,18.9,1,1,19,0.058179286870048884,0.0596364288872567
p21,2,CDDP,14,20.4,1,1,20.5,0.05877376969038119,0.05071662979745714
p21,2,CDDP,15,21.9,1,1,22,0.05987315964942626,0.061083536503940085
p21,2,CDDP,16,23.4,1,1,23.5,0.061452108135657116,0.0697144527325997
p21,2,CDDP,17,24.9,1,1,25,0.06348526653754678,0.06699473149857862
p21,2,CDDP,18,26.4,1,1,26.5,0.06594728624356827,0.06236704830886986
p21,2,CDDP,19,27.9,1,1,28,0.0688128186421946,0.07762437125939259
p21,2,CDDP,20,29.4,1,1,29.5,0.07205651512189881,0.07081099243892769
p21,2,CDDP,21,30.9,1,1,31,0.07565302707115393,0.08083787028015435
p21,2,CDDP,22,32.4,1,1,32.5,0.07957700587843296,0.08201442221958367
p21,2,CDDP,23,33.9,1,1,34,0.08380310293220894,0.0767954094475815
p21,2,CDDP,24,35.4,1,1,35.5,0.0883046626716538,0.08592810797116557
p21,2,CDDP,25,36.9,1,1,37,0.09303263848574196,0.09435872510431531
p21,2,CDDP,26,38.4,1,1,38.5,0.09791917119523644,0.102085836694182
p21,2,CDDP,27,39.9,1,1,40,0.10289581717807217,0.0990620021773532
p21,2,CDDP,28,41.4,1,1,41.5,0.10789413281218402,0.1037960304346261
p21,2,CDDP,29,42.9,1,1,43,0.112845674475507,0.11225563444572784
p21,2,CDDP,30,44.4,1,1,44.5,0.11768199854597594,0.1211906664121315
p21,2,CDDP,31,45.9,1,1,46,0.12233466140152581,0.11225348239178719
p21,2,CDDP,32,47.4,1,1,47.5,0.12673521942009153,0.1127713503628607
p21,2,CDDP,33,48.9,1,1,49,0.130815228979608,0.1308315825650865
p21,2,CDDP,34,50.4,1,1,50.5,0.13450624645801013,0.13410670512659056
p21,2,CDDP,35,51.9,1,1,52,0.13774007768424426,0.14291646866572996
p21,2,CDDP,36,53.4,1,1,53.5,0.1404654617339735,0.1465191611946134
p21,2,CDDP,37,54.9,1,1,55,0.14265858191289799,0.147083188850474
p21,2,CDDP,38,56.4,1,1,56.5,0.14429812807477896,0.1474034971788652
p21,2,CDDP,39,57.9,1,1,58,0.14536279007337785,0.15574396254314612
p21,2,CDDP,40,59.4,1,1,59.5,0.14583125776245595,0.15389250743871194
p21,2,CDDP,41,60.9,1,1,61,0.14568222099577455,0.14137007213026642
p21,2,CDDP,42,62.4,1,1,62.5,0.144894369627095,0.1316169322352725
p21,2,CDDP,43,63.9,1,1,64,0.14344639351017863,0.1434319778522966
p21,2,CDDP,44,65.4,1,1,65.5,0.14131698249878677,0.1334016417642022
p21,2,CDDP,45,66.9,1,1,67,0.13848482644668075,0.1312091419105377
p21,2,CDDP,46,68.4,1,1,68.5,0.13492861520762195,0.14820639065439034
p53,2,CDDP,1,0.6,1,1,1,0.04814437510267394,0.045919094408648685
p53,2,CDDP,2,2.1,1,1,2.5,0.05505322010717493,0.05789931367749291
p53,2,CDDP,3,3.6,1,1,4,0.0620828967503617,0.053205493788711075
p53,2,CDDP,4,5.1,1,1,5.5,0.06923327800808395,0.07002704927759419
p53,2,CDDP,5,6.6,1,1,7,0.07650423685619133,0.07059045111762255
p53,2,CDDP,6,8.1,1,1,8.5,0.08389564627053353,0.0849430950299592
p53,2,CDDP,7,9.6,1,1,10,0.09140737922696024,0.0934531573762768
p53,2,CDDP,8,11.1,1,1,11.5,0.09903930870132112,0.09504780404686922
p53,2,CDDP,9,12.6,1,1,13,0.10679130766946585,0.09753929834799004
p53,2,CDDP,10,14.1,1,1,14.5,0.1146632491072441,0.11683425740244965
p53,2,CDDP,11,15.6,1,1,16,0.12265500599050555,0.1247933663224023
p53,2,CDDP,12,17.1,1,1,17.5,0.13076260606187154,0.1343218509406692
p53,2,CDDP,13,18.6,1,1,19,0.13890019183430796,0.1376522834755101
p53,2,CDDP,14,20.1,1,1,20.5,0.1469035048053428,0.13838127617286067
p53,2,CDDP,15,21.6,1,1,22,0.15460513849515523,0.14128103855369753
p53,2,CDDP,16,23.1,1,1,23.5,0.1618376864239242,0.1568962854948022
p53,2,CDDP,17,24.6,1,1,25,0.16843374211182893,0.17002711823258965
p53,2,CDDP,18,26.1,1,1,26.5,0.1742258990790483,0.17820777069228244
p53,2,CDDP,19,27.6,1,1,28,0.17904675084576152,0.1825336069967701
p53,2,CDDP,20,29.1,1,1,29.5,0.18272889093214761,0.1986103325759308
p53,2,CDDP,21,30.6,1,1,31,0.18510491285838562,0.1903662543981423
p53,2,CDDP,22,32.1,1,1,32.5,0.18600741014465466,0.15741500770750558
p53,2,CDDP,23,33.6,1,1,34,0.18529921974626012,0.16051186243183754
p53,2,CDDP,24,35.1,1,1,35.5,0.18309226749748958,0.18846730103666728
p53,2,CDDP,25,36.6,1,1,37,0.17962097670336807,0.195995419827769
p53,2,CDDP,26,38.1,1,1,38.5,0.17512062326185623,0.18765922427688084
p53,2,CDDP,27,39.6,1,1,40,0.16982648307091475,0.1889046819311673
p53,2,CDDP,28,41.1,1,1,41.5,0.1639738320285043,0.18844405775148315
p53,2,CDDP,29,42.6,1,1,43,0.15779794603258546,0.15015065823073234
p53,2,CDDP,30,44.1,1,1,44.5,0.15153410098111897,0.11534951521605429
p53,2,CDDP,31,45.6,1,1,46,0.14541757277206543,0.1156101384822503
p53,2,CDDP,32,47.1,1,1,47.5,0.13968363730338557,0.13511637522704956
p53,2,CDDP,33,48.6,1,1,49,0.1345675702867247,0.1599800885394978
p53,2,CDDP,34,50.1,1,1,50.5,0.130262358142179,0.1525427103751556
p53,2,CDDP,35,51.6,1,1,52,0.12680007737112453,0.1391288320923694
p53,2,CDDP,36,53.1,1,1,53.5,0.12417453922158948,0.14198839411756783
p53,2,CDDP,37,54.6,1,1,55,0.12237955494160237,0.11770379818689912
p53,2,CDDP,38,56.1,1,1,56.5,0.12140893577919148,0.09306390280200212
p53,2,CDDP,39,57.6,1,1,58,0.1212564929823853,0.10241440857620553
p53,2,CDDP,40,59.1,1,1,59.5,0.12191603779921212,0.1225509403127448
p53,2,CDDP,41,60.6,1,1,61,0.12338138147770034,0.1349751844790854
p53,2,CDDP,42,62.1,1,1,62.5,0.12564633526587832,0.1380435737321248
p53,2,CDDP,43,63.6,1,1,64,0.12870471041177445,0.13229905545638584
p53,2,CDDP,44,65.1,1,1,65.5,0.13255031816341714,0.12151603263118302
p53,3,CDDP,1,0.7,1,1,1,0.020978623407872522,0.029417441674481536
p53,3,CDDP,2,2.2,1,1,2.5,0.02923434636322412,0.019725846562270385
p53,3,CDDP,3,3.7,1,1,4,0.03746734084488869,0.032108665312871015
p53,3,CDDP,4,5.2,1,1,5.5,0.04562834556089113,0.04476985710008124
p53,3,CDDP,5,6.7,1,1,7,0.053668099219256304,0.04871504452024423
p53,3,CDDP,6,8.2,1,1,8.5,0.0615373405280091,0.04937709273769197
p53,3,CDDP,7,9.7,1,1,10,0.06918680819517439,0.06368961810612227
p53,3,CDDP,8,11.2,1,1,11.5,0.07656724092877705,0.07786075517142653
p53,3,CDDP,9,12.7,1,1,13,0.08362937743684196,0.09845170186402726
p53,3,CDDP,10,14.2,1,1,14.5,0.09032395642739398,0.09795729809946116
p53,3,CDDP,11,15.7,1,1,16,0.09660171660845801,0.09774701294580902
