protein,replID,treatment,timeID,timeAfterExposure,dose_uM,dose_uMadj,timepoints,data4modelInterpol,data4modelReal
MDM2,1,CDDP,13,18.5,20,20,19,0.6085501369126884,0.5821603531912951
MDM2,1,CDDP,14,20,20,20,20.5,0.6434192796765028,0.6392296713262074
MDM2,1,CDDP,15,21.5,20,20,22,0.6739164050206952,0.6558988975357903
MDM2,1,CDDP,16,23,20,20,23.5,0.7004512559141896,0.7022846987388061
MDM2,1,CDDP,17,24.5,20,20,25,0.7234335753259096,0.7329105581859341
MDM2,1,CDDP,18,26,20,20,26.5,0.7432731062247789,0.7298713700312063
MDM2,1,CDDP,19,27.5,20,20,28,0.7603795915797215,0.743729658678557
MDM2,1,CDDP,20,29,20,20,29.5,0.7751627743596606,0.7974041036733934
MDM2,1,CDDP,21,30.5,20,20,31,0.7880323975335204,0.7826324927257208
MDM2,1,CDDP,22,32,20,20,32.5,0.7993982040702248,0.7823789463510348
MDM2,1,CDDP,23,33.5,20,20,34,0.8096699369386969,0.7973933112426681
MDM2,1,CDDP,24,35,20,20,35.5,0.8192554382742178,0.8344370338423073
MDM2,1,CDDP,25,36.5,20,20,37,0.8284485001934648,0.8364459570604328
MDM2,1,CDDP,26,38,20,20,38.5,0.8373661372842823,0.8224548158136856
MDM2,1,CDDP,27,39.5,20,20,40,0.8461101574653673,0.8370638049334403
MDM2,1,CDDP,28,41,20,20,41.5,0.8547823686554168,0.842778400932352
MDM2,1,CDDP,29,42.5,20,20,43,0.863484578773128,0.8556628810449366
MDM2,1,CDDP,30,44,20,20,44.5,0.8723185957371977,0.8733535335372051
MDM2,1,CDDP,31,45.5,20,20,46,0.8813862274663232,0.8757828988884774
MDM2,1,CDDP,32,47,20,20,47.5,0.8907892818792016,0.8894004527247903
MDM2,1,CDDP,33,48.5,20,20,49,0.9006295668945299,0.8909712871640149
MDM2,1,CDDP,34,50,20,20,50.5,0.9110088904310049,0.8985429608753236
MDM2,1,CDDP,35,51.5,20,20,52,0.9220290604073242,0.9471629448963397
MDM2,1,CDDP,36,53,20,20,53.5,0.9337332040348215,0.9189955708344371
MDM2,1,CDDP,37,54.5,20,20,55,0.9457743391822824,0.9406548091871504
MDM2,1,CDDP,38,56,20,20,56.5,0.9576463416401245,0.9612559005480186
MDM2,1,CDDP,39,57.5,20,20,58,0.9688426177531062,0.9666355674649546
MDM2,1,CDDP,40,59,20,20,59.5,0.9788565738659857,0.9696260098839533
MDM2,1,CDDP,41,60.5,20,20,61,0.9871816163235215,0.9956563728177378
MDM2,1,CDDP,42,62,20,20,62.5,0.9933111514704723,0.9963089349651175
MDM2,1,CDDP,43,63.5,20,20,64,0.9967385856515961,0.9890161309749732
MDM2,1,CDDP,44,65,20,20,65.5,0.9969573252116515,0.9827392371516904
MDM2,1,CDDP,45,66.5,20,20,67,0.9934607764953973,0.9907541786475677
MDM2,1,CDDP,46,68,20,20,68.5,0.9857423458475915,1
MDM2,1,CDDP,47,69.5,20,20,70,0.9732954396129925,0.9778883173846853
p21,1,CDDP,1,1,20,20,1,0.0597440362572402,0.0211803594701626
p21,1,CDDP,2,2.5,20,20,2.5,0.02200106439091505,0.025243257094115398
p21,1,CDDP,3,4,20,20,4,0.0018649079138461366,0.02054302402446449
p21,1,CDDP,4,5.5,20,20,5.5,-0.0027584515764894207,0.03260234310450588
p21,1,CDDP,5,7,20,20,7,0.006036967517385458,0.041545828275690255
p21,1,CDDP,6,8.5,20,20,8.5,0.026157146792947866,0.04600157650264501
p21,1,CDDP,7,10,20,20,10,0.05550806784767483,0.05281352395832078
p21,1,CDDP,8,11.5,20,20,11.5,0.09199571227904355,0.07632810868408443
p21,1,CDDP,9,13,20,20,13,0.13352606168453107,0.09503229527040719
p21,1,CDDP,10,14.5,20,20,14.5,0.17800509766161451,0.1435330138739197
p21,1,CDDP,11,16,20,20,16,0.22333880180777088,0.1944237933495487
p21,1,CDDP,12,17.5,20,20,17.5,0.26743315572047743,0.2482197890984922
p21,1,CDDP,13,19,20,20,19,0.3082001057079229,0.29951470273532055
p21,1,CDDP,14,20.5,20,20,20.5,0.3442733280744359,0.3505298196688813
p21,1,CDDP,15,22,20,20,22,0.3756882061416401,0.3810925199282976
p21,1,CDDP,16,23.5,20,20,23.5,0.40264117042038056,0.41646697953305567
p21,1,CDDP,17,25,20,20,25,0.4253286514215025,0.44437944539362695
p21,1,CDDP,18,26.5,20,20,26.5,0.4439470796558506,0.46933794109511007
p21,1,CDDP,19,28,20,20,28,0.45869288563427024,0.4659322422920393
p21,1,CDDP,20,29.5,20,20,29.5,0.4697624998676064,0.48272281111898196
p21,1,CDDP,21,31,20,20,31,0.4773523528667038,0.507963286432742
p21,1,CDDP,22,32.5,20,20,32.5,0.4816588751424077,0.5040283808260256
p21,1,CDDP,23,34,20,20,34,0.4828784972055631,0.49714561660419576
p21,1,CDDP,24,35.5,20,20,35.5,0.48120764956701506,0.48113413243158265
p21,1,CDDP,25,37,20,20,37,0.47684889592136526,0.4608810394483319
p21,1,CDDP,26,38.5,20,20,38.5,0.4701458631896188,0.44385424935488804
p21,1,CDDP,27,40,20,20,40,0.4615832415191841,0.4372615158549355
p21,1,CDDP,28,41.5,20,20,41.5,0.4516518542412262,0.41176492576255813
p21,1,CDDP,29,43,20,20,43,0.44084252468691043,0.41494114312115327
p21,1,CDDP,30,44.5,20,20,44.5,0.42964607618740164,0.43309548429352723
p21,1,CDDP,31,46,20,20,46,0.418553332073865,0.42669954892574474
p21,1,CDDP,32,47.5,20,20,47.5,0.4080551156774659,0.4126566677733092
p21,1,CDDP,33,49,20,20,49,0.3986422503293692,0.40683201494486276
p21,1,CDDP,34,50.5,20,20,50.5,0.3908055593607401,0.38295197359932853
p21,1,CDDP,35,52,20,20,52,0.38503586610274354,0.3955534118156705
p21,1,CDDP,36,53.5,20,20,53.5,0.381823993886545,0.3797555194802351
p21,1,CDDP,37,55,20,20,55,0.38156962712664194,0.40071247104816254
p21,1,CDDP,38,56.5,20,20,56.5,0.38387920411098264,0.3965291379099174
p21,1,CDDP,39,58,20,20,58,0.38795072576022827,0.3850634531987896
p21,1,CDDP,40,59.5,20,20,59.5,0.39297881747960767,0.4022748009137324
p21,1,CDDP,41,61,20,20,61,0.39815810467434987,0.4081247956078941
p21,1,CDDP,42,62.5,20,20,62.5,0.4026832127496837,0.4125878233255541
p21,1,CDDP,43,64,20,20,64,0.4057487671108382,0.3965217386676232
p21,1,CDDP,44,65.5,20,20,65.5,0.40654939316304234,0.4001425352072057
p21,1,CDDP,45,67,20,20,67,0.40427971631152493,0.3833655759682164
p21,1,CDDP,46,68.5,20,20,68.5,0.39813436196151514,0.3857293964800517
p21,1,CDDP,47,70,20,20,70,0.3873079555182417,0.37815149468437664
p21,1,CDDP,48,71.5,20,20,71.5,0.37099512238693366,0.39518794337999813
p21,2,CDDP,1,0.9,20,20,1,0.06171897782652287,0.057372602569138544
p21,2,CDDP,2,2.4,20,20,2.5,0.05827669429019276,0.056267556960808957
p21,2,CDDP,3,3.9,20,20,4,0.06241855617978788,0.06400833082012265
p21,2,CDDP,4,5.4,20,20,5.5,0.07313187192940647,0.07581954487194109
p21,2,CDDP,5,6.9,20,20,7,0.08940394997314681,0.0914042098880749
p21,2,CDDP,6,8.4,20,20,8.5,0.11022209874510713,0.1257118205457077
p21,2,CDDP,7,9.9,20,20,10,0.13457362667938574,0.13810303152048004
p21,2,CDDP,8,11.4,20,20,11.5,0.16144584221008085,0.15692817971373282
p21,2,CDDP,9,12.9,20,20,13,0.18982605377129072,0.17743097782013023
p21,2,CDDP,10,14.4,20,20,14.5,0.21870156979711364,0.20314803387584449
p21,2,CDDP,11,15.9,20,20,16,0.24705969872164787,0.2429646350673028
p21,2,CDDP,12,17.4,20,20,17.5,0.2738877489789917,0.25057390639457144
p21,2,CDDP,13,18.9,20,20,19,0.29826466189184814,0.2930593943297759
p21,2,CDDP,14,20.4,20,20,20.5,0.31991150219451975,0.31601412582228566
p21,2,CDDP,15,21.9,20,20,22,0.3388239528951108,0.34829971093889023
p21,2,CDDP,16,23.4,20,20,23.5,0.354998733673306,0.3583620840338969
p21,2,CDDP,17,24.9,20,20,25,0.3684325642087897,0.3848537139880397
p21,2,CDDP,18,26.4,20,20,26.5,0.3791221641812466,0.3855757192931664
p21,2,CDDP,19,27.9,20,20,28,0.38706425327036137,0.38820855833720325
p21,2,CDDP,20,29.4,20,20,29.5,0.3922555511558184,0.3917639848316542
p21,2,CDDP,21,30.9,20,20,31,0.3946927775173023,0.40766659762776736
p21,2,CDDP,22,32.4,20,20,32.5,0.39437265203449784,0.40005244031589615
p21,2,CDDP,23,33.9,20,20,34,0.3912918943870895,0.39765940612596956
p21,2,CDDP,24,35.4,20,20,35.5,0.3854587825918268,0.38221468655638124
p21,2,CDDP,25,36.9,20,20,37,0.37707961558732167,0.35710582014472086
p21,2,CDDP,26,38.4,20,20,38.5,0.3665270660225273,0.3619143226832013
p21,2,CDDP,27,39.9,20,20,40,0.35417897521452896,0.3365273613479577
p21,2,CDDP,28,41.4,20,20,41.5,0.3404131844804118,0.34461346563242
p21,2,CDDP,29,42.9,20,20,43,0.32560753513726115,0.32865776284854975
p21,2,CDDP,30,44.4,20,20,44.5,0.31013986850216213,0.3097940369725736
p21,2,CDDP,31,45.9,20,20,46,0.2943880258922,0.28959562938596706
p21,2,CDDP,32,47.4,20,20,47.5,0.2787298486244599,0.28833132772212205
p21,2,CDDP,33,48.9,20,20,49,0.26354317801602706,0.2623617895812003
p21,2,CDDP,34,50.4,20,20,50.5,0.2492058553839867,0.258121270443759
p21,2,CDDP,35,51.9,20,20,52,0.23609348081461662,0.23153453220536072
p21,2,CDDP,36,53.4,20,20,53.5,0.2244295150462349,0.23536522775051777
p21,2,CDDP,37,54.9,20,20,55,0.21419084193011373,0.2095287392535496
p21,2,CDDP,38,56.4,20,20,56.5,0.2053318248526642,0.214220550416205
p21,2,CDDP,39,57.9,20,20,58,0.19780682720029757,0.19966199964875
p21,2,CDDP,40,59.4,20,20,59.5,0.19157021235942487,0.19519131664693168
p21,2,CDDP,41,60.9,20,20,61,0.18657634371645726,0.19526295494509013
p21,2,CDDP,42,62.4,20,20,62.5,0.18277958465780575,0.17293791373514864
p21,2,CDDP,43,63.9,20,20,64,0.18013429856988164,0.17083391395346162
p21,2,CDDP,44,65.4,20,20,65.5,0.17859484883909593,0.1731678817918441
p21,2,CDDP,45,66.9,20,20,67,0.1781155988518598,0.17644405866381083
p21,2,CDDP,46,68.4,20,20,68.5,0.17865091199458433,0.1873031032556331
p53,2,CDDP,1,0.6,20,20,1,4.447160128734362e-6,0.03398956579899187
p53,2,CDDP,2,2.1,20,20,2.5,0.12406262317754191,0.05728205221570504
p53,2,CDDP,3,3.6,20,20,4,0.23451149034068675,0.15142451864323936
p53,2,CDDP,4,5.1,20,20,5.5,0.3319543455904395,0.2704488573161688
p53,2,CDDP,5,6.6,20,20,7,0.41699448586767646,0.372732933729772
p53,2,CDDP,6,8.1,20,20,8.5,0.4902352081132738,0.4836019807120845
p53,2,CDDP,7,9.6,20,20,10,0.552279809268108,0.5556829989235714
p53,2,CDDP,8,11.1,20,20,11.5,0.6037315862730551,0.6309411353332134
p53,2,CDDP,9,12.6,20,20,13,0.6451938360689917,0.6652297820373321
p53,2,CDDP,10,14.1,20,20,14.5,0.6772698555967938,0.6930151639027091
p53,2,CDDP,11,15.6,20,20,16,0.7005629417973378,0.7198159730041602
p53,2,CDDP,12,17.1,20,20,17.5,0.7156855581546894,0.716223280450622
p53,2,CDDP,13,18.6,20,20,19,0.7234453720455458,0.7216262237852249
p53,2,CDDP,14,20.1,20,20,20.5,0.724836948819095,0.717374644112504
p53,2,CDDP,15,21.6,20,20,22,0.7208623581990631,0.6912208623924064
p53,2,CDDP,16,23.1,20,20,23.5,0.7125236699091759,0.6794416564323974
p53,2,CDDP,17,24.6,20,20,25,0.7008229536731597,0.6910768033302477
p53,2,CDDP,18,26.1,20,20,26.5,0.6867622792147402,0.6653850084478348
p53,2,CDDP,19,27.6,20,20,28,0.6713437162576439,0.6698135697419951
p53,2,CDDP,20,29.1,20,20,29.5,0.6555693345255963,0.6514670564402264
p53,2,CDDP,21,30.6,20,20,31,0.6404412037423238,0.6393011939945635
p53,2,CDDP,22,32.1,20,20,32.5,0.6269613936315525,0.655788148987448
p53,2,CDDP,23,33.6,20,20,34,0.6160250357058139,0.6203616124301511
p53,2,CDDP,24,35.1,20,20,35.5,0.6076465044129961,0.6215199797664492
p53,2,CDDP,25,36.6,20,20,37,0.601407033575865,0.6138725783148591
p53,2,CDDP,26,38.1,20,20,38.5,0.5968848423211703,0.60900940314175
p53,2,CDDP,27,39.6,20,20,40,0.5936581497756612,0.5916724400269218
p53,2,CDDP,28,41.1,20,20,41.5,0.5913051750660869,0.6081850603702336
p53,2,CDDP,29,42.6,20,20,43,0.5894041373191969,0.6072006876867043
p53,2,CDDP,30,44.1,20,20,44.5,0.5875332556617405,0.5921013730102505
p53,2,CDDP,31,45.6,20,20,46,0.5852707492204671,0.585943672406463
p53,2,CDDP,32,47.1,20,20,47.5,0.5821948371221259,0.5923310190989419
p53,2,CDDP,33,48.6,20,20,49,0.5778837393145663,0.5764974239315765
p53,2,CDDP,34,50.1,20,20,50.5,0.5721020465335241,0.557012541284121
p53,2,CDDP,35,51.6,20,20,52,0.5653234866800134,0.5493599456071572
p53,2,CDDP,36,53.1,20,20,53.5,0.5581904243276856,0.5237143034467161
p53,2,CDDP,37,54.6,20,20,55,0.5513452240501926,0.5477389689439355
p53,2,CDDP,38,56.1,20,20,56.5,0.5454302504211862,0.5344617631361094
p53,2,CDDP,39,57.6,20,20,58,0.5410878680143185,0.5473746374283988
p53,2,CDDP,40,59.1,20,20,59.5,0.538960441403241,0.5507273485069725
p53,2,CDDP,41,60.6,20,20,61,0.5396903351616057,0.5822416470586453
p53,2,CDDP,42,62.1,20,20,62.5,0.5439199138630644,0.5608588490778654
p53,2,CDDP,43,63.6,20,20,64,0.5522915420812688,0.532129484171085
p53,2,CDDP,44,65.1,20,20,65.5,0.565447584389871,0.5467427343289192
p53,3,CDDP,1,0.7,20,20,1,-0.006983528675569596,0.02692376883810141
p53,3,CDDP,2,2.2,20,20,2.5,0.0881044578127462,0.044811166128836226
p53,3,CDDP,3,3.7,20,20,4,0.1757452671350792,0.11849562350952278
p53,3,CDDP,4,5.2,20,20,5.5,0.2559407744882135,0.1929817520702823
p53,3,CDDP,5,6.7,20,20,7,0.3286928550689332,0.3082705367939755
p53,3,CDDP,6,8.2,20,20,8.5,0.39400338407402224,0.39740823257874025
p53,3,CDDP,7,9.7,20,20,10,0.4518742367002648,0.4733627672704795
p53,3,CDDP,8,11.2,20,20,11.5,0.5023072881444446,0.5104227469849207
p53,3,CDDP,9,12.7,20,20,13,0.5453044136033458,0.5552257826390035
p53,3,CDDP,10,14.2,20,20,14.5,0.5808674882737526,0.5818946829117044
p53,3,CDDP,11,15.7,20,20,16,0.6089983873524489,0.6222196507701004
p53,3,CDDP,12,17.2,20,20,17.5,0.6297002146601093,0.6297735987689245
p53,3,CDDP,13,18.7,20,20,19,0.6432365422821978,0.6318110833422571
p53,3,CDDP,14,20.2,20,20,20.5,0.650452081404393,0.6319019905114028
p53,3,CDDP,15,21.7,20,20,22,0.6522701751413666,0.6530889991484511
p53,3,CDDP,16,23.2,20,20,23.5,0.6496141666077901,0.6552458747044837
p53,3,CDDP,17,24.7,20,20,25,0.643407398918335,0.6222215697971457
p53,3,CDDP,18,26.2,20,20,26.5,0.6345732151876727,0.6104373747647006
p53,3,CDDP,19,27.7,20,20,28,0.6240349585304754,0.6095236549944529
p53,3,CDDP,20,29.2,20,20,29.5,0.6127159720614141,0.6209470212520286
p53,3,CDDP,21,30.7,20,20,31,0.6015395988951606,0.6029741179530939
p53,3,CDDP,22,32.2,20,20,32.5,0.5914291821463866,0.5963087302987743
p53,3,CDDP,23,33.7,20,20,34,0.5833062559694123,0.5827313260419631
p53,3,CDDP,24,35.2,20,20,35.5,0.5777088549240945,0.5963432308333712
p53,3,CDDP,25,36.7,20,20,37,0.5743193753241514,0.5717811433586365
p53,3,CDDP,26,38.2,20,20,38.5,0.5727044400208224,0.5869410663980801
p53,3,CDDP,27,39.7,20,20,40,0.572430671865346,0.5730923362794138
p53,3,CDDP,28,41.2,20,20,41.5,0.5730646937089614,0.6049632716015606
p53,3,CDDP,29,42.7,20,20,43,0.5741731284029071,0.5813784523555635
p53,3,CDDP,30,44.2,20,20,44.5,0.5753225987984224,0.58753177949329
p53,3,CDDP,31,45.7,20,20,46,0.576079727746746,0.5592867594513288
p53,3,CDDP,32,47.2,20,20,47.5,0.5760111380991167,0.5526299637510341
p53,3,CDDP,33,48.7,20,20,49,0.5746834527067738,0.5544347483436718
p53,3,CDDP,34,50.2,20,20,50.5,0.5716646276215268,0.5690902097039274
p53,3,CDDP,35,51.7,20,20,52,0.5668052574161919,0.5739990103994298
p53,3,CDDP,36,53.2,20,20,53.5,0.5605865405335687,0.560785461972706
p53,3,CDDP,37,54.7,20,20,55,0.5535750002529864,0.5654759962014352
p53,3,CDDP,38,56.2,20,20,56.5,0.5463371598537743,0.5346374199150687
p53,3,CDDP,39,57.7,20,20,58,0.5394395426152617,0.5519859151259112
p53,3,CDDP,40,59.2,20,20,59.5,0.5334486718167785,0.5434618751550766
p53,3,CDDP,41,60.7,20,20,61,0.5289310707376539,0.523687187724089
p53,3,CDDP,42,62.2,20,20,62.5,0.526453262657217,0.5205881413264852
p53,3,CDDP,43,63.7,20,20,64,0.5265817708547975,0.5317407223721491
p53,3,CDDP,44,65.2,20,20,65.5,0.5298831186097249,0.5322929940584121
p53,3,CDDP,45,66.7,20,20,67,0.5369238292013284,0.5315442889437361
p53,4,CDDP,1,1.1,20,20,1,0.042743687017783395,0.08939264000390819
p53,4,CDDP,2,2.6,20,20,2.5,0.09981630996470536,0.09478367651018287
p53,4,CDDP,3,4.1,20,20,4,0.16036377818323444,0.1358191896473217
p53,4,CDDP,4,5.6,20,20,5.5,0.2232536087493358,0.1928686463069382
p53,4,CDDP,5,7.1,20,20,7,0.28735331873897474,0.24982042180073286
p53,4,CDDP,6,8.6,20,20,8.5,0.3515304252281164,0.3559389161970706
p53,4,CDDP,7,10.1,20,20,10,0.414652445292726,0.43613710517503645
p53,4,CDDP,8,11.6,20,20,11.5,0.4755868960087689,0.5028754594447976
p53,4,CDDP,9,13.1,20,20,13,0.5332012944522103,0.560396327163474
p53,4,CDDP,10,14.6,20,20,14.5,0.5863631576990153,0.6393158036541227
p53,4,CDDP,11,16.1,20,20,16,0.6339400028251492,0.6675334427799097
p53,4,CDDP,12,17.6,20,20,17.5,0.6747993469065771,0.6800861296764271
p53,4,CDDP,13,19.1,20,20,19,0.7080608760793669,0.6999844820288875
p53,4,CDDP,14,20.6,20,20,20.5,0.7340769089880228,0.7234626275491545
p53,4,CDDP,15,22.1,20,20,22,0.7535758123069111,0.7410530913002353
p53,4,CDDP,16,23.6,20,20,23.5,0.7672860446087425,0.7527905304532982
p53,4,CDDP,17,25.1,20,20,25,0.7759360644662284,0.7337639602414983
p53,4,CDDP,18,26.6,20,20,26.5,0.7802543304520801,0.7572615654826157
p53,4,CDDP,19,28.1,20,20,28,0.780969301139009,0.7614277673728703
p53,4,CDDP,20,29.6,20,20,29.5,0.778809435099726,0.7761561581340202
p53,4,CDDP,21,31.1,20,20,31,0.7745031909069424,0.7887189353251572
p53,4,CDDP,22,32.6,20,20,32.5,0.7687790271333695,0.7673194865971711
p53,4,CDDP,23,34.1,20,20,34,0.7623654023517186,0.7741407001835593
p53,4,CDDP,24,35.6,20,20,35.5,0.7558974010004338,0.7625841186007475
p53,4,CDDP,25,37.1,20,20,37,0.7495536835883235,0.7965842294882469
p53,4,CDDP,26,38.6,20,20,38.5,0.7433736661061853,0.7635451289596696
p53,4,CDDP,27,40.1,20,20,40,0.7373967305163428,0.747188658020148
p53,4,CDDP,28,41.6,20,20,41.5,0.731662258781119,0.7141089601060471
p53,4,CDDP,29,43.1,20,20,43,0.7262096328628372,0.7229467457074409
p53,4,CDDP,30,44.6,20,20,44.5,0.7210782347238212,0.7072228573586835
p53,4,CDDP,31,46.1,20,20,46,0.7163074463263936,0.7004098559705927
p53,4,CDDP,32,47.6,20,20,47.5,0.711936649632878,0.6974238191923348
p53,4,CDDP,33,49.1,20,20,49,0.7080052266055976,0.7226091080345701
p53,4,CDDP,34,50.6,20,20,50.5,0.704552559206876,0.7007038065926039
p53,4,CDDP,35,52.1,20,20,52,0.7016124383400381,0.6876696201182169
p53,4,CDDP,36,53.6,20,20,53.5,0.6991913251437075,0.7078905755988673
p53,4,CDDP,37,55.1,20,20,55,0.6972873430694013,0.7067152434480514
p53,4,CDDP,38,56.6,20,20,56.5,0.6958986135310786,0.7063049324295525
p53,4,CDDP,39,58.1,20,20,58,0.6950232579426985,0.6845853797133109
p53,4,CDDP,40,59.6,20,20,59.5,0.6946593977182203,0.6942265944525932
p53,4,CDDP,41,61.1,20,20,61,0.6948051542716034,0.6906796921394583
p53,4,CDDP,42,62.6,20,20,62.5,0.6954586490168062,0.6907447958736707
p53,4,CDDP,43,64.1,20,20,64,0.6966180033677885,0.7025607704117528
p53,4,CDDP,44,65.6,20,20,65.5,0.698281338738509,0.7077430772364143
p53,4,CDDP,45,67.1,20,20,67,0.700446776542927,0.6936070040985658
MDM2,2,CDDP,1,0.8,20,20,1,0.09732787934452819,0.11991750262437129
MDM2,2,CDDP,2,2.3,20,20,2.5,0.14095520079946244,0.11855138327071556
MDM2,2,CDDP,3,3.8,20,20,4,0.17564854353241088,0.1380361615559027
MDM2,2,CDDP,4,5.3,20,20,5.5,0.20247188093731783,0.18339910468852597
MDM2,2,CDDP,5,6.8,20,20,7,0.22248918640812732,0.22935403172988736
MDM2,2,CDDP,6,8.3,20,20,8.5,0.2367644333387835,0.2613321821193522
MDM2,2,CDDP,7,9.8,20,20,10,0.24636159512323053,0.2540700107322415
MDM2,2,CDDP,8,11.3,20,20,11.5,0.2523446451554127,0.26653493894861546
MDM2,2,CDDP,9,12.8,20,20,13,0.25577755682927417,0.2617872520908175
MDM2,2,CDDP,10,14.3,20,20,14.5,0.25772430353875897,0.2417126070705618
MDM2,2,CDDP,11,15.8,20,20,16,0.2592488586778112,0.25377159710704916
MDM2,2,CDDP,12,17.3,20,20,17.5,0.26141469310985466,0.24364105529745944
MDM2,2,CDDP,13,18.8,20,20,19,0.26497867126441355,0.2659683665813367
MDM2,2,CDDP,14,20.3,20,20,20.5,0.2698707435993161,0.2697687896942863
MDM2,2,CDDP,15,21.8,20,20,22,0.2758828531281628,0.2825459349165253
MDM2,2,CDDP,16,23.3,20,20,23.5,0.28280694286455393,0.28823700154747306
MDM2,2,CDDP,17,24.8,20,20,25,0.2904349558220899,0.28245851477542755
MDM2,2,CDDP,18,26.3,20,20,26.5,0.29855883501437097,0.2973969619262369
MDM2,2,CDDP,19,27.8,20,20,28,0.30697052345499753,0.3117638052336
MDM2,2,CDDP,20,29.3,20,20,29.5,0.3154619641575701,0.30719224129305156
MDM2,2,CDDP,21,30.8,20,20,31,0.3238251001356887,0.3200873628758276
MDM2,2,CDDP,22,32.3,20,20,32.5,0.3318518744029541,0.33564350852989955
MDM2,2,CDDP,23,33.8,20,20,34,0.3393343373449763,0.3323217420735268
MDM2,2,CDDP,24,35.3,20,20,35.5,0.34613004969494715,0.34182025039556063
MDM2,2,CDDP,25,36.8,20,20,37,0.352273252828459,0.3637772163651921
MDM2,2,CDDP,26,38.3,20,20,38.5,0.357827675159342,0.37211347885598445
MDM2,2,CDDP,27,39.8,20,20,40,0.3628570451014259,0.3571439451043169
MDM2,2,CDDP,28,41.3,20,20,41.5,0.36742509106854077,0.36062925355553715
MDM2,2,CDDP,29,42.8,20,20,43,0.37159554147451634,0.36014672900012895
MDM2,2,CDDP,30,44.3,20,20,44.5,0.37543212473318266,0.3795024651404508
MDM2,2,CDDP,31,45.8,20,20,46,0.3789985692583696,0.3754084096599246
MDM2,2,CDDP,32,47.3,20,20,47.5,0.382358603463907,0.3813523608818398
MDM2,2,CDDP,33,48.8,20,20,49,0.3855759557636247,0.39038362931224463
MDM2,2,CDDP,34,50.3,20,20,50.5,0.388714302040928,0.3779924529530302
MDM2,2,CDDP,35,51.8,20,20,52,0.39180526805377675,0.3911344125616805
MDM2,2,CDDP,36,53.3,20,20,53.5,0.39479404074608443,0.3957976766872824
MDM2,2,CDDP,37,54.8,20,20,55,0.3976113808938478,0.39542264904709973
MDM2,2,CDDP,38,56.3,20,20,56.5,0.4001880492730633,0.4134278277613252
MDM2,2,CDDP,39,57.8,20,20,58,0.40245480665972766,0.4172004153799317
MDM2,2,CDDP,40,59.3,20,20,59.5,0.4043424138298375,0.4053214468625082
MDM2,2,CDDP,41,60.8,20,20,61,0.4057816315593892,0.3885887497038838
MDM2,2,CDDP,42,62.3,20,20,62.5,0.4067032206243795,0.395201048971227
MDM2,2,CDDP,43,63.8,20,20,64,0.40703794180080494,0.4115268264709039
MDM2,2,CDDP,44,65.3,20,20,65.5,0.4067165558646622,0.4061235108497221
MDM2,2,CDDP,45,66.8,20,20,67,0.40566982359194775,0.4104464834181147
MDM2,3,CDDP,1,0.7,20,20,1,0.07584275204811126,0.08018634364845552
MDM2,3,CDDP,2,2.2,20,20,2.5,0.11248857725241448,0.08510822055175497
MDM2,3,CDDP,3,3.7,20,20,4,0.1397938012119142,0.13249951210444944
MDM2,3,CDDP,4,5.2,20,20,5.5,0.1588726068148918,0.15220951505693492
MDM2,3,CDDP,5,6.7,20,20,7,0.17083917694962847,0.17911242673202957
MDM2,3,CDDP,6,8.2,20,20,8.5,0.17680769450440548,0.19698373596001553
MDM2,3,CDDP,7,9.7,20,20,10,0.17789234236750417,0.18109451372406418
MDM2,3,CDDP,8,11.2,20,20,11.5,0.17520730342720583,0.1660526120756516
MDM2,3,CDDP,9,12.7,20,20,13,0.16986676057179168,0.154956452157214
MDM2,3,CDDP,10,14.2,20,20,14.5,0.16298489668954302,0.15966003118776925
MDM2,3,CDDP,11,15.7,20,20,16,0.1556758946687412,0.16119123178064657
MDM2,3,CDDP,12,17.2,20,20,17.5,0.14905223562452646,0.14911292171252946
MDM2,3,CDDP,13,18.7,20,20,19,0.14386562476614953,0.154495305441176
MDM2,3,CDDP,14,20.2,20,20,20.5,0.1400628286071734,0.13449077734204376
MDM2,3,CDDP,15,21.7,20,20,22,0.13748170018013786,0.13671296820419646
MDM2,3,CDDP,16,23.2,20,20,23.5,0.13596009251758268,0.13816798440469336
MDM2,3,CDDP,17,24.7,20,20,25,0.13533585865204759,0.13980513610851067
MDM2,3,CDDP,18,26.2,20,20,26.5,0.1354468516160724,0.14666582046770993
MDM2,3,CDDP,19,27.7,20,20,28,0.13613092444219682,0.14035489436622134
MDM2,3,CDDP,20,29.2,20,20,29.5,0.1372259301629607,0.13324051648190816
MDM2,3,CDDP,21,30.7,20,20,31,0.13856972181090368,0.12334837951999174
MDM2,3,CDDP,22,32.2,20,20,32.5,0.14000015241856562,0.14039211820883304
MDM2,3,CDDP,23,33.7,20,20,34,0.14135540773074423,0.1215677497296648
MDM2,3,CDDP,24,35.2,20,20,35.5,0.1425442084909329,0.14467211128683566
MDM2,3,CDDP,25,36.7,20,20,37,0.14363264834065786,0.1576043914127614
MDM2,3,CDDP,26,38.2,20,20,38.5,0.1447081145059574,0.15073968209870273
MDM2,3,CDDP,27,39.7,20,20,40,0.14585799421286968,0.14687622572300846
MDM2,3,CDDP,28,41.2,20,20,41.5,0.14716967468743294,0.14822236396015498
MDM2,3,CDDP,29,42.7,20,20,43,0.14873054315568535,0.15753826950894823
MDM2,3,CDDP,30,44.2,20,20,44.5,0.1506279868436651,0.14553853427715757
