"treatment"	"dose_uM"	"plateID"	"timeID"	"cell_line"	"replID"	"locationID"	"variable"	"value"
"CIS"	0	"Plate1"	"0"	"HepG2 WT"	"1"	"B06_4"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	25	"Plate1"	"16"	"HepG2 WT"	"1"	"B07_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	25	"Plate1"	"16"	"HepG2 WT"	"1"	"B07_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	25	"Plate1"	"16"	"HepG2 WT"	"1"	"B07_4"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	10	"Plate1"	"16"	"HepG2 WT"	"1"	"B08_1"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	10	"Plate1"	"16"	"HepG2 WT"	"1"	"B08_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	10	"Plate1"	"16"	"HepG2 WT"	"1"	"B08_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	5	"Plate1"	"16"	"HepG2 WT"	"1"	"B09_1"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	5	"Plate1"	"16"	"HepG2 WT"	"1"	"B09_4"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	2.5	"Plate1"	"16"	"HepG2 WT"	"1"	"B10_1"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	2.5	"Plate1"	"16"	"HepG2 WT"	"1"	"B10_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	2.5	"Plate1"	"16"	"HepG2 WT"	"1"	"B10_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	0	"Plate1"	"16"	"HepG2 WT"	"1"	"B11_1"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	0	"Plate1"	"16"	"HepG2 WT"	"1"	"B11_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	0	"Plate1"	"16"	"HepG2 WT"	"1"	"B11_4"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	50	"Plate1"	"0"	"HepG2 WT"	"1"	"C02_1"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	50	"Plate1"	"0"	"HepG2 WT"	"1"	"C02_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	50	"Plate1"	"0"	"HepG2 WT"	"1"	"C02_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	50	"Plate1"	"0"	"HepG2 WT"	"1"	"C02_4"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	25	"Plate1"	"0"	"HepG2 WT"	"1"	"C03_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	25	"Plate1"	"0"	"HepG2 WT"	"1"	"C03_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	25	"Plate1"	"0"	"HepG2 WT"	"1"	"C03_4"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	5	"Plate1"	"0"	"HepG2 WT"	"1"	"C04_1"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	5	"Plate1"	"0"	"HepG2 WT"	"1"	"C04_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	5	"Plate1"	"0"	"HepG2 WT"	"1"	"C04_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	5	"Plate1"	"0"	"HepG2 WT"	"1"	"C04_4"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	1	"Plate1"	"0"	"HepG2 WT"	"1"	"C05_1"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	1	"Plate1"	"0"	"HepG2 WT"	"1"	"C05_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	1	"Plate1"	"0"	"HepG2 WT"	"1"	"C05_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	1	"Plate1"	"0"	"HepG2 WT"	"1"	"C05_4"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	0	"Plate1"	"0"	"HepG2 WT"	"1"	"C06_1"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	0	"Plate1"	"0"	"HepG2 WT"	"1"	"C06_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	0	"Plate1"	"0"	"HepG2 WT"	"1"	"C06_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	50	"Plate1"	"16"	"HepG2 WT"	"1"	"C07_1"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	50	"Plate1"	"16"	"HepG2 WT"	"1"	"C07_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	50	"Plate1"	"16"	"HepG2 WT"	"1"	"C07_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	25	"Plate1"	"16"	"HepG2 WT"	"1"	"C08_1"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	25	"Plate1"	"16"	"HepG2 WT"	"1"	"C08_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	25	"Plate1"	"16"	"HepG2 WT"	"1"	"C08_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	25	"Plate1"	"16"	"HepG2 WT"	"1"	"C08_4"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	5	"Plate1"	"16"	"HepG2 WT"	"1"	"C09_1"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	5	"Plate1"	"16"	"HepG2 WT"	"1"	"C09_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	5	"Plate1"	"16"	"HepG2 WT"	"1"	"C09_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	1	"Plate1"	"16"	"HepG2 WT"	"1"	"C10_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	1	"Plate1"	"16"	"HepG2 WT"	"1"	"C10_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	1	"Plate1"	"16"	"HepG2 WT"	"1"	"C10_4"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	0	"Plate1"	"16"	"HepG2 WT"	"1"	"C11_1"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	0	"Plate1"	"16"	"HepG2 WT"	"1"	"C11_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	0	"Plate1"	"16"	"HepG2 WT"	"1"	"C11_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	0	"Plate1"	"16"	"HepG2 WT"	"1"	"C11_4"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	45	"Plate1"	"0"	"HepG2 WT"	"1"	"D02_1"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	45	"Plate1"	"0"	"HepG2 WT"	"1"	"D02_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	45	"Plate1"	"0"	"HepG2 WT"	"1"	"D02_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	15	"Plate1"	"0"	"HepG2 WT"	"1"	"D03_1"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	15	"Plate1"	"0"	"HepG2 WT"	"1"	"D03_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	15	"Plate1"	"0"	"HepG2 WT"	"1"	"D03_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	15	"Plate1"	"0"	"HepG2 WT"	"1"	"D03_4"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	7.5	"Plate1"	"0"	"HepG2 WT"	"1"	"D04_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	7.5	"Plate1"	"0"	"HepG2 WT"	"1"	"D04_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	0.75	"Plate1"	"0"	"HepG2 WT"	"1"	"D05_1"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	0.75	"Plate1"	"0"	"HepG2 WT"	"1"	"D05_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	0.75	"Plate1"	"0"	"HepG2 WT"	"1"	"D05_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	0.75	"Plate1"	"0"	"HepG2 WT"	"1"	"D05_4"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	0	"Plate1"	"0"	"HepG2 WT"	"1"	"D06_1"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	0	"Plate1"	"0"	"HepG2 WT"	"1"	"D06_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	0	"Plate1"	"0"	"HepG2 WT"	"1"	"D06_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	0	"Plate1"	"0"	"HepG2 WT"	"1"	"D06_4"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	45	"Plate1"	"16"	"HepG2 WT"	"1"	"D07_1"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	45	"Plate1"	"16"	"HepG2 WT"	"1"	"D07_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	45	"Plate1"	"16"	"HepG2 WT"	"1"	"D07_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	45	"Plate1"	"16"	"HepG2 WT"	"1"	"D07_4"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	15	"Plate1"	"16"	"HepG2 WT"	"1"	"D08_1"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	15	"Plate1"	"16"	"HepG2 WT"	"1"	"D08_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	15	"Plate1"	"16"	"HepG2 WT"	"1"	"D08_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	15	"Plate1"	"16"	"HepG2 WT"	"1"	"D08_4"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	7.5	"Plate1"	"16"	"HepG2 WT"	"1"	"D09_1"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	7.5	"Plate1"	"16"	"HepG2 WT"	"1"	"D09_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	7.5	"Plate1"	"16"	"HepG2 WT"	"1"	"D09_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	7.5	"Plate1"	"16"	"HepG2 WT"	"1"	"D09_4"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	0.75	"Plate1"	"16"	"HepG2 WT"	"1"	"D10_1"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	0.75	"Plate1"	"16"	"HepG2 WT"	"1"	"D10_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	0.75	"Plate1"	"16"	"HepG2 WT"	"1"	"D10_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	0.75	"Plate1"	"16"	"HepG2 WT"	"1"	"D10_4"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	0	"Plate1"	"16"	"HepG2 WT"	"1"	"D11_1"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	0	"Plate1"	"16"	"HepG2 WT"	"1"	"D11_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	0	"Plate1"	"16"	"HepG2 WT"	"1"	"D11_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	0	"Plate1"	"16"	"HepG2 WT"	"1"	"D11_4"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	25	"Plate1"	"1"	"HepG2 WT"	"1"	"E02_1"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	25	"Plate1"	"1"	"HepG2 WT"	"1"	"E02_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	25	"Plate1"	"1"	"HepG2 WT"	"1"	"E02_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	25	"Plate1"	"1"	"HepG2 WT"	"1"	"E02_4"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	10	"Plate1"	"1"	"HepG2 WT"	"1"	"E03_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	10	"Plate1"	"1"	"HepG2 WT"	"1"	"E03_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	10	"Plate1"	"1"	"HepG2 WT"	"1"	"E03_4"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	5	"Plate1"	"1"	"HepG2 WT"	"1"	"E04_1"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	5	"Plate1"	"1"	"HepG2 WT"	"1"	"E04_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	5	"Plate1"	"1"	"HepG2 WT"	"1"	"E04_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	5	"Plate1"	"1"	"HepG2 WT"	"1"	"E04_4"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	2.5	"Plate1"	"1"	"HepG2 WT"	"1"	"E05_1"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	2.5	"Plate1"	"1"	"HepG2 WT"	"1"	"E05_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	2.5	"Plate1"	"1"	"HepG2 WT"	"1"	"E05_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	2.5	"Plate1"	"1"	"HepG2 WT"	"1"	"E05_4"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	0	"Plate1"	"1"	"HepG2 WT"	"1"	"E06_1"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	0	"Plate1"	"1"	"HepG2 WT"	"1"	"E06_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	0	"Plate1"	"1"	"HepG2 WT"	"1"	"E06_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	0	"Plate1"	"1"	"HepG2 WT"	"1"	"E06_4"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	25	"Plate1"	"24"	"HepG2 WT"	"1"	"E07_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	25	"Plate1"	"24"	"HepG2 WT"	"1"	"E07_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	10	"Plate1"	"24"	"HepG2 WT"	"1"	"E08_1"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	10	"Plate1"	"24"	"HepG2 WT"	"1"	"E08_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	10	"Plate1"	"24"	"HepG2 WT"	"1"	"E08_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	10	"Plate1"	"24"	"HepG2 WT"	"1"	"E08_4"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	5	"Plate1"	"24"	"HepG2 WT"	"1"	"E09_1"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	5	"Plate1"	"24"	"HepG2 WT"	"1"	"E09_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	5	"Plate1"	"24"	"HepG2 WT"	"1"	"E09_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	5	"Plate1"	"24"	"HepG2 WT"	"1"	"E09_4"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	2.5	"Plate1"	"24"	"HepG2 WT"	"1"	"E10_1"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	2.5	"Plate1"	"24"	"HepG2 WT"	"1"	"E10_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	2.5	"Plate1"	"24"	"HepG2 WT"	"1"	"E10_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	2.5	"Plate1"	"24"	"HepG2 WT"	"1"	"E10_4"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	0	"Plate1"	"24"	"HepG2 WT"	"1"	"E11_1"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	0	"Plate1"	"24"	"HepG2 WT"	"1"	"E11_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	0	"Plate1"	"24"	"HepG2 WT"	"1"	"E11_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"CIS"	0	"Plate1"	"24"	"HepG2 WT"	"1"	"E11_4"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	50	"Plate1"	"1"	"HepG2 WT"	"1"	"F02_1"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	50	"Plate1"	"1"	"HepG2 WT"	"1"	"F02_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	50	"Plate1"	"1"	"HepG2 WT"	"1"	"F02_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	25	"Plate1"	"1"	"HepG2 WT"	"1"	"F03_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	25	"Plate1"	"1"	"HepG2 WT"	"1"	"F03_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	25	"Plate1"	"1"	"HepG2 WT"	"1"	"F03_4"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	5	"Plate1"	"1"	"HepG2 WT"	"1"	"F04_1"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	5	"Plate1"	"1"	"HepG2 WT"	"1"	"F04_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	5	"Plate1"	"1"	"HepG2 WT"	"1"	"F04_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	5	"Plate1"	"1"	"HepG2 WT"	"1"	"F04_4"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	1	"Plate1"	"1"	"HepG2 WT"	"1"	"F05_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	1	"Plate1"	"1"	"HepG2 WT"	"1"	"F05_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	1	"Plate1"	"1"	"HepG2 WT"	"1"	"F05_4"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	0	"Plate1"	"1"	"HepG2 WT"	"1"	"F06_1"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	0	"Plate1"	"1"	"HepG2 WT"	"1"	"F06_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	0	"Plate1"	"1"	"HepG2 WT"	"1"	"F06_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	50	"Plate1"	"24"	"HepG2 WT"	"1"	"F07_1"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	50	"Plate1"	"24"	"HepG2 WT"	"1"	"F07_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	50	"Plate1"	"24"	"HepG2 WT"	"1"	"F07_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	50	"Plate1"	"24"	"HepG2 WT"	"1"	"F07_4"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	25	"Plate1"	"24"	"HepG2 WT"	"1"	"F08_1"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	25	"Plate1"	"24"	"HepG2 WT"	"1"	"F08_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	25	"Plate1"	"24"	"HepG2 WT"	"1"	"F08_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	25	"Plate1"	"24"	"HepG2 WT"	"1"	"F08_4"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	5	"Plate1"	"24"	"HepG2 WT"	"1"	"F09_1"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	5	"Plate1"	"24"	"HepG2 WT"	"1"	"F09_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	5	"Plate1"	"24"	"HepG2 WT"	"1"	"F09_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	5	"Plate1"	"24"	"HepG2 WT"	"1"	"F09_4"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	1	"Plate1"	"24"	"HepG2 WT"	"1"	"F10_1"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	1	"Plate1"	"24"	"HepG2 WT"	"1"	"F10_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	1	"Plate1"	"24"	"HepG2 WT"	"1"	"F10_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	0	"Plate1"	"24"	"HepG2 WT"	"1"	"F11_1"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	0	"Plate1"	"24"	"HepG2 WT"	"1"	"F11_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	0	"Plate1"	"24"	"HepG2 WT"	"1"	"F11_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"ETO"	0	"Plate1"	"24"	"HepG2 WT"	"1"	"F11_4"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	45	"Plate1"	"1"	"HepG2 WT"	"1"	"G02_1"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	45	"Plate1"	"1"	"HepG2 WT"	"1"	"G02_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	45	"Plate1"	"1"	"HepG2 WT"	"1"	"G02_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	15	"Plate1"	"1"	"HepG2 WT"	"1"	"G03_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	15	"Plate1"	"1"	"HepG2 WT"	"1"	"G03_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	15	"Plate1"	"1"	"HepG2 WT"	"1"	"G03_4"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	7.5	"Plate1"	"1"	"HepG2 WT"	"1"	"G04_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	7.5	"Plate1"	"1"	"HepG2 WT"	"1"	"G04_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	7.5	"Plate1"	"1"	"HepG2 WT"	"1"	"G04_4"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	0.75	"Plate1"	"1"	"HepG2 WT"	"1"	"G05_1"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	0.75	"Plate1"	"1"	"HepG2 WT"	"1"	"G05_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	0.75	"Plate1"	"1"	"HepG2 WT"	"1"	"G05_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	0.75	"Plate1"	"1"	"HepG2 WT"	"1"	"G05_4"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	0	"Plate1"	"1"	"HepG2 WT"	"1"	"G06_1"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	0	"Plate1"	"1"	"HepG2 WT"	"1"	"G06_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	0	"Plate1"	"1"	"HepG2 WT"	"1"	"G06_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	0	"Plate1"	"1"	"HepG2 WT"	"1"	"G06_4"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	45	"Plate1"	"24"	"HepG2 WT"	"1"	"G07_1"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	45	"Plate1"	"24"	"HepG2 WT"	"1"	"G07_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	45	"Plate1"	"24"	"HepG2 WT"	"1"	"G07_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	45	"Plate1"	"24"	"HepG2 WT"	"1"	"G07_4"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	15	"Plate1"	"24"	"HepG2 WT"	"1"	"G08_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	15	"Plate1"	"24"	"HepG2 WT"	"1"	"G08_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	7.5	"Plate1"	"24"	"HepG2 WT"	"1"	"G09_1"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	7.5	"Plate1"	"24"	"HepG2 WT"	"1"	"G09_2"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	7.5	"Plate1"	"24"	"HepG2 WT"	"1"	"G09_3"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
"MIT"	0.75	"Plate1"	"24"	"HepG2 WT"	"1"	"G10_1"	"obj_nc_Intensity_MeanIntensity_img_nc"	1
